Filtered! delta:7 thresh:.5 "Artificial data"  
eV	Lockin SR510	DMM Kiethley 199
1.589031592438	0.000018558670	0.000000000000
1.587505633803	0.000014091013	0.000000000000
1.585982603134	0.000014574331	0.000000000000
1.584462492013	0.000014518611	0.000000000000
1.582945292052	0.000017343842	0.000000000000
1.581430994898	0.000015770011	0.000000000000
1.579919592227	0.000015457105	0.000000000000
1.578411075748	0.000015965111	0.000000000000
1.576905437202	0.000017594017	0.000000000000
1.575402668361	0.000019233808	0.000000000000
1.573902761028	0.000015054471	0.000000000000
1.572405707039	0.000017555993	0.000000000000
1.570911498258	0.000018058358	0.000000000000
1.569420126582	0.000027281553	0.000000000000
1.567931583939	0.000017805564	0.000000000000
1.566445862287	0.000020430374	0.000000000000
1.564962953613	0.000017485969	0.000000000000
1.563482849937	0.000018502335	0.000000000000
1.562005543307	0.000019219454	0.000000000000
1.560531025802	0.000020107313	0.000000000000
1.559059289532	0.000018325894	0.000000000000
1.557590326633	0.000018225181	0.000000000000
1.556124129275	0.000018465159	0.000000000000
1.554660689655	0.000020275810	0.000000000000
1.553200000000	0.000019637118	0.000000000000
1.551742052566	0.000021369066	0.000000000000
1.550286839637	0.000021481637	0.000000000000
1.548834353529	0.000020604814	0.000000000000
1.547384586583	0.000022548578	0.000000000000
1.545937531172	0.000020672913	0.000000000000
1.544493179695	0.000022747800	0.000000000000
1.543051524580	0.000023313221	0.000000000000
1.541612558284	0.000021439158	0.000000000000
1.540176273292	0.000021575593	0.000000000000
1.538742662116	0.000021942507	0.000000000000
1.537311717297	0.000022909882	0.000000000000
1.535883431403	0.000024617698	0.000000000000
1.534457797030	0.000021175936	0.000000000000
1.533034806801	0.000021704578	0.000000000000
1.531614453366	0.000022263603	0.000000000000
1.530196729405	0.000023082993	0.000000000000
1.528781627620	0.000022122728	0.000000000000
1.527369140745	0.000022902788	0.000000000000
1.525959261538	0.000021743153	0.000000000000
1.524551982785	0.000023803804	0.000000000000
1.523147297297	0.000023444719	0.000000000000
1.521745197913	0.000024625879	0.000000000000
1.520345677498	0.000024207264	0.000000000000
1.518948728943	0.000024668853	0.000000000000
1.517554345165	0.000023180626	0.000000000000
1.516162519107	0.000025492561	0.000000000000
1.514773243739	0.000023564638	0.000000000000
1.513386512054	0.000026576837	0.000000000000
1.510620651843	0.000027061515	0.000000000000
1.509241509434	0.000025263951	0.000000000000
1.507864882943	0.000026206425	0.000000000000
1.506490765492	0.000027248915	0.000000000000
